table,endpoint2,order,original_name,auto_processed_name,replacement_name,description,processing_notes,question
human_zoo_2,HumanZoo,NA,EventDate,event_date,DROP,Event-level information,NA,NA
human_zoo_2,HumanZoo,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
human_zoo_2,HumanZoo,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
human_zoo_2,HumanZoo,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
human_zoo_2,HumanZoo,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
human_zoo_2,HumanZoo,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
human_zoo_2,HumanZoo,NA,ParticipantID,participant_id,NA,Interview participant's unique identifier.,NA,NA
human_zoo_2,HumanZoo,NA,Livelihood(s),livelihoods,DROP,Human-level information.,NA,NA
human_zoo_2,HumanZoo,NA,MostTimeSpent,most_time_spent,DROP,Human-level information.,NA,NA
human_zoo_2,HumanZoo,NA,Q1 LiveOnSite,live_on_site,NA,Do you live on site?,yes/no,Q1
human_zoo_2,HumanZoo,NA,Q2 #WorkAtSite,work_at_site,NA,"To the best of your knowledge, how many people work at this site?",5-cat var,Q2
human_zoo_2,HumanZoo,NA,Q3 HowLongWorked,how_long_worked,NA,How long have you worked here?,4-cat var,Q3
human_zoo_2,HumanZoo,NA,Q4 AnimalsWorkWith,animals_work_with,NA,What species do you work with? Select all that apply.,semicolon-separated,Q4
human_zoo_2,HumanZoo,NA,Q5 PPEUsed,ppe_used,NA,"Do you have special protective equipment (Example: shoes, masks, gloves) only worn at work?",yes/no,Q5
human_zoo_2,HumanZoo,NA,Q6 PPEquipment,pp_equipment,which_ppe,"If you have special work protective equipment, which kind? Select all that apply.",semicolon-separated,Q6
human_zoo_2,HumanZoo,NA,Q7 WhenPPEUsed,when_ppe_used,NA,When do you use protective equipment? Select all that apply.,semicolon-separated,Q7
human_zoo_2,HumanZoo,NA,Q8 UseDisinfectantToClean,use_disinfectant_to_clean,NA,Do you always use disinfectant to clean?,yes/no,Q8
human_zoo_2,HumanZoo,NA,Q9 DisinfectantsUsedFor,disinfectants_used_for,NA,"If you always use disinfectants, do you always use disinfectants to clean the following: Select all that apply",semicolon-separated,Q9
human_zoo_2,HumanZoo,NA,Q10 AnimalEnclosuresCleanedFrequency,animal_enclosures_cleaned_frequency,NA,How often are the animal enclosures cleaned?,5-cat var,Q10
human_zoo_2,HumanZoo,NA,Q11 DesignatedAreaForAnimalWaste,designated_area_for_animal_waste,NA,Is there a designated area for the disposal of animal waste?,yes/no,Q11
human_zoo_2,HumanZoo,NA,Q12 DesignatedAreaForAnimalWasteUsed,designated_area_for_animal_waste_used,NA,"If there is a disposal area, do people use the dedicated area for animal waste?","yes/no/""N/A""",Q12
human_zoo_2,HumanZoo,NA,Q13 QuarantinePeriodNewAnimals,quarantine_period_new_animals,NA,Is there a quarantine period for new animals?,yes/no,Q13
human_zoo_2,HumanZoo,NA,Q14 PreventativeMedProgram,preventative_med_program,NA,Is there a preventative medicine program for the animals?,yes/no,Q14
human_zoo_2,HumanZoo,NA,Q15 AnimalsRaidFood,animals_raid_food,NA,Do any animals raid or destroy food supplies?,yes/no,Q15
human_zoo_2,HumanZoo,NA,Q16 WhichAnimalsRaidFood,which_animals_raid_food,NA,"If animals raid food, which animals? Select all that apply",semicolon-separated,Q16
human_zoo_2,HumanZoo,NA,Q17 RaidingPrevention,raiding_prevention,NA,What is done to stop animals from raiding or destroying food supplies? Select all that apply,semicolon-separated,Q17
human_zoo_2,HumanZoo,NA,notes,human_zoo_notes,NA,Human Zoo interview notes,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,Country,country,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,SiteName,site_name,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,District,district,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,SiteLatitudeUnrounded,site_latitude,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,SiteLongitudeUnrounded,site_longitude,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,EventLatitudeUnrounded,event_latitude,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,EventLongitudeUnrounded,event_longitude,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,EventDate,event_date,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,ParticipantID,participant_id,NA,Interview participant's unique identifier.,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,Livelihood(s),livelihoods,DROP,Human-level information.,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,MostTimeSpent,most_time_spent,DROP,Human-level information.,NA,NA
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q1 Nationality,nationality,NA,What is your nationality?,NA,Q1
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q2 LengthLived,length_lived,NA,How long have you lived at this settlement?,6-cat var,Q2
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q3 #LiveAtSite,live_at_site,NA,"To the best of your knowledge, how many people live at this site?",5-cat var,Q3
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q4 AllPeopleFromCountry,all_people_from_country,NA,Are all the people living here from this country?,yes/no,Q4
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q5 ReasonForSettlement,reason_for_settlement,NA,Why did you settle here? Select all that apply.,semicolon-separated 6-cat var,Q5
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q6 OnSiteFoodProduction,on_site_food_production,NA,Is there on-site food production?,yes/no,Q6
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q7 MeatOnsite,meat_on_site,NA,Is there meat available for consumption?,yes/no,Q7
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q8 MeatSource,meat_source,NA,"If there is meat available, where does the meat come from? Select all that apply.",semicolon-separated 6-cat var,Q8
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q9 BushMeatOnSite,bush_meat_on_site,NA,Note: This question has been removed from survey.,NA,Q9
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q10 AnimalsConsume,animals_consume,NA,Which animals are available for consumption? Select all that apply.,semicolon-separated 14-cat var,Q10
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q11 DesignatedAreaForRubbish,designated_area_for_rubbish,NA,"Is there a designated area for rubbish, including animal waste from slaughter/butcher and animal excrement?",yes/no,Q11
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q12 DesignatedAreaForRubbishUsed,designated_area_for_rubbish_used,NA,"If there is a designated area for rubbish, do people use it?","yes/no/""N/A""",Q12
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q13 AnimalsRaidFood,animals_raid_food,NA,Do any animals raid food supplies or destroy crops?,yes/no,Q13
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q14 WhichAnimalsRaidFood,which_animals_raid_food,NA,"If animals raid food supplies or crops, which animals? Select all that apply.",semicolon-separated 14-cat var,Q14
human_temporary_settlements_2,HumanTemporarySettlements,NA,Q15 RaidingPrevention,raiding_prevention,NA,What is done to stop animals from raiding or destroying food supplies? Select all that apply,semicolon-separated 11-cat var,Q15
human_crop_production_2,HumanCropProduction,NA,Country,country,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,SiteName,site_name,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,District,district,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,SiteLatitudeUnrounded,site_latitude,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,SiteLongitudeUnrounded,site_longitude,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,EventLatitudeUnrounded,event_latitude,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,EventLongitudeUnrounded,event_longitude,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,EventDate,event_date,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
human_crop_production_2,HumanCropProduction,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
human_crop_production_2,HumanCropProduction,NA,ParticipantID,participant_id,NA,Interview participant's unique identifier.,NA,NA
human_crop_production_2,HumanCropProduction,NA,Livelihood(s),livelihoods,DROP,Human-level information.,NA,NA
human_crop_production_2,HumanCropProduction,NA,MostTimeSpent,most_time_spent,DROP,Human-level information.,NA,NA
human_crop_production_2,HumanCropProduction,NA,Q1 LiveOnSite,live_on_site,NA,Do you live on the work site?,yes/no,Q1
human_crop_production_2,HumanCropProduction,NA,Q2 #WorkAtSite,work_at_site,NA,"To the best of your knowledge, how many people work at this site?",5-cat var,Q2
human_crop_production_2,HumanCropProduction,NA,Q3 HowLongWorked,how_long_worked,NA,How long have you worked at the site?,4-cat var,Q3
human_crop_production_2,HumanCropProduction,NA,Q4 CropsAtSite,crops_at_site,NA,Which crops are at the site? Select all that apply?,semicolon-separated 13-cat var,Q4
human_crop_production_2,HumanCropProduction,NA,Q5 ManureFertilizersUsed,manure_fertilizers_used,NA,"Does the farm use manure, guano or night soil to fertilize the crops?",yes/no,Q5
human_crop_production_2,HumanCropProduction,NA,Q6 TypesOfFertilizers,types_of_fertilizers,NA,"If they use fertilizer, which types? Select all that apply.",semicolon-separated 7-cat var,Q6
human_crop_production_2,HumanCropProduction,NA,Q7 MeatOnsite,meat_on_site,NA,Is there meat available for consumption?,yes/no,Q7
human_crop_production_2,HumanCropProduction,NA,Q8 MeatSource,meat_source,NA,"If there is meat available, where does the meat come from? Select all that apply.",semicolon-separated 6-cat var,Q8
human_crop_production_2,HumanCropProduction,NA,Q9 BushMeatOnSite,bush_meat_on_site,NA,Is it possible to consume bushmeat/wild meat on or near the site?,yes/no,Q9
human_crop_production_2,HumanCropProduction,NA,Q10 DesignatedAreaForRubbish,designated_area_for_rubbish,NA,"Is there a designated area for rubbish, including animal waste from slaughter/butcher and animal excrement?",yes/no,Q10
human_crop_production_2,HumanCropProduction,NA,Q11 DesignatedAreaForRubbishUsed,designated_area_for_rubbish_used,NA,"If there is a designated area for rubbish, do people use it?","yes/no/""N/A""",Q11
human_crop_production_2,HumanCropProduction,NA,Q12 AnimalsRaidFood,animals_raid_food,NA,Do any animals raid food supplies or destroy crops?,yes/no,Q12
human_crop_production_2,HumanCropProduction,NA,Q13 WhichAnimalsRaidFood,which_animals_raid_food,NA,"If animals raid food supplies or crops, which animals? Select all that apply.",semicolon-separated 14-cat var,Q13
human_crop_production_2,HumanCropProduction,NA,Q14 RaidingPrevention,raiding_prevention,NA,What is done to stop animals from raiding or destroying food supplies? Select all that apply,semicolon-separated 11-cat var,Q14
human_crop_production_2,HumanCropProduction,NA,Notes,human_crop_production_notes,NA,Human Crop Production interview notes.,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,Country,country,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,SiteName,site_name,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,District,district,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,SiteLatitudeUnrounded,site_latitude,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,SiteLongitudeUnrounded,site_longitude,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,EventLatitudeUnrounded,event_latitude,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,EventLongitudeUnrounded,event_longitude,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,EventDate,event_date,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,ParticipantID,participant_id,NA,Interview participant's unique identifier.,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,Livelihood(s),livelihoods,DROP,Human-level information.,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,MostTimeSpent,most_time_spent,DROP,Human-level information.,NA,NA
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q1 TypeOfWorkConducted,type_of_work_conducted,NA,What type of work or industry is conducted here? Select one option.,NA,Q1
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q2 ProductsExtracted,products_extracted,NA,What products are extracted? Select one option.,NA,Q2
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q3 LiveOnSite,live_on_site,NA,Do you live on the work site?,yes/no,Q3
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q4 #WorkAtSite,work_at_site,NA,"To the best of your knowledge, how many people work at this site?",5-cat var,Q4
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q5 HowLongWorked,how_long_worked,NA,How long have you worked at this site?,4-cat var,Q5
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q6 OnSiteFoodProduction,on_site_food_production,NA,Is there on-site food production?,yes/no,Q6
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q7 WhoPaysGrowCrops,who_pays_grow_crops,NA,"If there is on-site food production, who pays for the cost to grow the food crops?","""the company""/""the workers""",Q7
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q8 BushMeatOnsite,bush_meat_on_site,meat_on_site,Is there meat available for consumption?,yes/no,Q8
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q9 MeatSource,meat_source,NA,"If there is meat available, where does the meat come from? Select all that apply.",semicolon-separated,Q9
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q10 BushMeatOnSite,bush_meat_on_site,NA,Is it possible to consume bushmeat/wild meat on or near the site?,yes/no,Q10
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q11 DesignatedAreaForRubbish,designated_area_for_rubbish,NA,"Is there a designated area for rubbish, including animal waste from slaughter/butcher and animal excrement?",yes/no,Q11
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q12 DesignatedAreaForRubbishUsed,designated_area_for_rubbish_used,NA,"If there is a designated area for rubbish, do people use it?","yes/no/""N/A""",Q12
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q13 AnimalsRaidFood,animals_raid_food,NA,Do any animals raid food supplies or destroy crops?,yes/no,Q13
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q14 WhichAnimalsRaidFood,which_animals_raid_food,NA,"If animals raid food supplies or crops, which animals? Select all that apply.",semicolon-separated 14-cat var,Q14
human_extractive_industry_2,HumanExtractiveIndustry,NA,Q15 RaidingPrevention,raiding_prevention,NA,What is done to stop animals from raiding or destroying food supplies? Select all that apply,semicolon-separated 11-cat var,Q15
human_extractive_industry_2,HumanExtractiveIndustry,NA,Notes,human_extractive_notes,NA,Notes from Human Extractive Industry interview,NA,NA
human_hunter_2,HumanHunter,NA,Country,country,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,SiteName,site_name,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,District,district,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,SiteLatitudeUnrounded,site_latitude,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,SiteLongitudeUnrounded,site_longitude,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,EventLatitudeUnrounded,event_latitude,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,EventLongitudeUnrounded,event_longitude,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,EventDate,event_date,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
human_hunter_2,HumanHunter,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
human_hunter_2,HumanHunter,NA,ParticipantID,participant_id,NA,Interview participant's unique identifier.,NA,NA
human_hunter_2,HumanHunter,NA,Livelihood(s),livelihoods,DROP,Human-level information.,NA,NA
human_hunter_2,HumanHunter,NA,MostTimeSpent,most_time_spent,DROP,Human-level information.,NA,NA
human_hunter_2,HumanHunter,NA,Q1 AnimalsHunted,animals_hunted,NA,What animals have you hunted since this time last year? Select all that apply.,semicolon-separated 8-cat var,Q1
human_hunter_2,HumanHunter,NA,Q2 MethodsUsedToHuntTrap,methods_used_to_hunt_trap,NA,"Since this time last year, what methods have you used to hunt/trap animals? Select all that apply.",semicolon-separated,Q2
human_hunter_2,HumanHunter,NA,Q3 RodentsHuntTrapPurpose,rodents_hunt_trap_purpose,NA,What is the purpose of your trapping or hunting this taxa? Select all that apply.,semicolon-separated 7-cat var,Q3
human_hunter_2,HumanHunter,NA,Q3 BatsHuntTrapPurpose,bats_hunt_trap_purpose,NA,What is the purpose of your trapping or hunting this taxa? Select all that apply.,semicolon-separated 7-cat var,Q3
human_hunter_2,HumanHunter,NA,Q3 NHPHuntTrapPurpose,nhp_hunt_trap_purpose,NA,What is the purpose of your trapping or hunting this taxa? Select all that apply.,semicolon-separated 7-cat var,Q3
human_hunter_2,HumanHunter,NA,Q3 BirdsHuntTrapPurpose,birds_hunt_trap_purpose,NA,What is the purpose of your trapping or hunting this taxa? Select all that apply.,semicolon-separated 7-cat var,Q3
human_hunter_2,HumanHunter,NA,Q3 CarnivoresHuntTrapPurpose,carnivores_hunt_trap_purpose,NA,What is the purpose of your trapping or hunting this taxa? Select all that apply.,semicolon-separated 7-cat var,Q3
human_hunter_2,HumanHunter,NA,Q3 UngulatesHuntTrapPurpose,ungulates_hunt_trap_purpose,NA,What is the purpose of your trapping or hunting this taxa? Select all that apply.,semicolon-separated 7-cat var,Q3
human_hunter_2,HumanHunter,NA,Q3 PangolinsHuntTrapPurpose,pangolins_hunt_trap_purpose,NA,What is the purpose of your trapping or hunting this taxa? Select all that apply.,semicolon-separated 7-cat var,Q3
human_hunter_2,HumanHunter,NA,Q4 ExposedToBloodLastYear,exposed_to_blood_last_year,NA,"Since this time last year, when you hunt or trap: Are you exposed to blood?",yes/no,Q4
human_hunter_2,HumanHunter,NA,Q5 ScratchedBittenLastYear,scratched_bitten_last_year,NA,"Since this time last year, when you hunt or trap: Have you been scratched or bitten?",yes/no,Q5
human_hunter_2,HumanHunter,NA,Q6 OutbreakLastYear,outbreak_last_year,NA,"Since this time last year, have you seen an outbreak of dead wild animals?",yes/no,Q6
human_hunter_2,HumanHunter,NA,Q7 OutbreakDeaths,outbreak_deaths,NA,"If you have seen an outbreak of dead wild animals since this time last year, which wild animals? Select all that apply.",semicolon-separated 7-cat var,Q7
human_hunter_2,HumanHunter,NA,Q8 ActionWhenDeadAnimalFound,action_when_dead_animal_found,NA,What do you do when you find an animal dead (not in a trap or shot by another hunter)? Select all that apply.,semicolon-separated,Q8
human_hunter_2,HumanHunter,NA,Q9 TransportDeadAnimal,transport_dead_animal,NA,"How do you transport a dead animal, if you take it? Select all that apply.",semicolon-separated,Q9
human_hunter_2,HumanHunter,NA,Q10 PPEUsed,ppe_used,hunter_ppe_used,NA,yes/no,Q10
human_hunter_2,HumanHunter,NA,Q11 WhichPPE,which_ppe,hunter_which_ppe,"If you have special PPE, which protective equipment? Select all that apply.",semicolon-separated 5-cat var,Q11
human_hunter_2,HumanHunter,NA,Q12 WhenPPEUsed,when_ppe_used,hunter_when_ppe_used,When do you use protective equipment? Select all that apply.,semicolon-separated,Q12
human_hunter_2,HumanHunter,NA,Notes,notes,hunter_notes,Notes on Human Hunter interview.,NA,NA
human_sick_person_2,HumanSickPerson,NA,Country,country,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,Organization,organization,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,SiteName,site_name,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,District,district,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,SiteLatitudeUnrounded,site_latitude,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,SiteLongitudeUnrounded,site_longitude,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,EventLatitudeUnrounded,event_latitude,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,EventLongitudeUnrounded,event_longitude,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,EventDate,event_date,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
human_sick_person_2,HumanSickPerson,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
human_sick_person_2,HumanSickPerson,NA,ParticipantID,participant_id,NA,Interview participant's unique identifier.,NA,NA
human_sick_person_2,HumanSickPerson,NA,Livelihood(s),livelihoods,DROP,Human-level information.,NA,NA
human_sick_person_2,HumanSickPerson,NA,MostTimeSpent,most_time_spent,DROP,Human-level information.,NA,NA
human_sick_person_2,HumanSickPerson,NA,Q1 Diagnosis,diagnosis,NA,Clinical Diagnosis as determined by a physician or health care provider (from medical record if available),write-in field,Q1
human_sick_person_2,HumanSickPerson,NA,Q2 DateHospitalization,date_hospitalization,NA,Date of hospitalization for present illness (if applicable),date,Q2
human_sick_person_2,HumanSickPerson,NA,Q3 CountOfSpecimensCollected,count_of_specimens_collected,NA,Count of specimens collected for this participant.,NA,Q3
human_sick_person_2,HumanSickPerson,NA,Q4 AntiviralUsed,antiviral_used,NA,Antiviral use for present illness at the time of specimen collection?,yes/no,Q4
human_sick_person_2,HumanSickPerson,NA,Q5 WhichAntivirals,which_antivirals,NA,"If antiviral used, which medication?",write-in field,Q5
human_sick_person_2,HumanSickPerson,NA,Q6 BodyTemp,body_temp,NA,Body temperature at the time of sampling (celsius) (In the clinical setting only),NA,Q6
human_sick_person_2,HumanSickPerson,NA,Q7 DaysWithFever,days_with_fever,NA,For how many days have you had a fever?,NA,Q7
human_sick_person_2,HumanSickPerson,NA,Q8 DateSymptomOnset,date_symptom_onset,NA,Date of symptom onset,NA,Q8
human_sick_person_2,HumanSickPerson,NA,Q9 Symptoms,symptoms,NA,Signs and symptoms of present illness. Select all that apply.,NA,Q9
human_sick_person_2,HumanSickPerson,NA,Q10 ChronicSymptoms,chronic_symptoms,NA,Presence of chronic pre-existing medical illnesses: Select all that apply,NA,Q10
human_sick_person_2,HumanSickPerson,NA,Q11 PregnancyStatus,pregnancy_status,NA,Pregnancy status,yes/no/don't know,Q11
human_sick_person_2,HumanSickPerson,NA,Q12 MonthsPregnant,months_pregnant,NA,"If yes, how many months pregnant",NA,Q12
human_sick_person_2,HumanSickPerson,NA,Q13 OthersWithSymptoms,others_with_symptoms,NA,Other symptom in family member of member of household?,yes/no,Q13
human_sick_person_2,HumanSickPerson,NA,Q14 WhichSymptoms,which_symptoms,NA,"If other symptom in family member or member of household, whom an what symptom?",symptom(family member),Q14
human_sick_person_2,HumanSickPerson,NA,Q15 NbrLabTestResults,nbr_lab_test_results,NA,Number of lab test results,NA,Q15
human_restaurant_2,HumanRestaurant,NA,Country,country,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,SiteName,site_name,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,District,district,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,SiteLatitudeUnrounded,site_latitude,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,SiteLongitudeUnrounded,site_longitude,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,EventLatitudeUnrounded,event_latitude,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,EventLongitudeUnrounded,event_longitude,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,EventDate,event_date,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
human_restaurant_2,HumanRestaurant,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
human_restaurant_2,HumanRestaurant,NA,ParticipantID,participant_id,NA,Interview participant's unique identifier.,NA,NA
human_restaurant_2,HumanRestaurant,NA,Livelihood(s),livelihoods,DROP,Human-level information.,NA,NA
