GAINS3_SampleUnitID,GAINS3_SpecimenID,SpecimenID,AliquotID,SpecimenIDUnique,SpecimenDate,SpecimenType,SpecimenTypeGroup,SpecimenCondition,SamplingMethod,SampleContainer,StorageMedium,LabratoryStorageMethod,StorageLocationFacilityOriginal,StorageLocationInFacilityOriginal,StorageLocationAdressOriginal,StorageLocationFacilityCurrent,StorageLocationInFacilityCurrent,StorageLocationAdressCurrent,TimeFromCollectionToFreezing,SpecimenComments,SpecimenNotes,SpecimenCustomColumns,DateLastUpdated,SpecimenTypeID,CRDate,LMDate,Country
65,219,GVF-CM-ECO90375ABDN1,NA,GVF-CM-ECO90375ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
66,220,GVF-CM-ECO90379ABDN1,NA,GVF-CM-ECO90379ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
67,221,GVF-CM-ECO90380ABDN1,NA,GVF-CM-ECO90380ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
68,222,GVF-CM-ECO90381ABDN1,NA,GVF-CM-ECO90381ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
69,223,GVF-CM-ECO90382ABDN1,NA,GVF-CM-ECO90382ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
70,224,GVF-CM-ECO90383ABDN1,NA,GVF-CM-ECO90383ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
71,225,GVF-CM-ECO90384ABDN1,NA,GVF-CM-ECO90384ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
72,226,GVF-CM-ECO90386ABDN1,NA,GVF-CM-ECO90386ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
73,227,GVF-CM-ECO89626ABDN1,NA,GVF-CM-ECO89626ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
74,228,GVF-CM-ECO89627ABDN1,NA,GVF-CM-ECO89627ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
75,229,GVF-CM-ECO89628ABDN1,NA,GVF-CM-ECO89628ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
76,230,GVF-CM-ECO89629ABDN1,NA,GVF-CM-ECO89629ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
77,231,GVF-CM-ECO86694ABDGL1,NA,GVF-CM-ECO86694ABDGL1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
78,232,GVF-CM-ECO86696ABDGL1,NA,GVF-CM-ECO86696ABDGL1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
79,233,GVF-CM-ECO86699ABDGL1,NA,GVF-CM-ECO86699ABDGL1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
80,234,GVF-CM-ECO89610ABDN1,NA,GVF-CM-ECO89610ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
81,235,GVF-CM-ECO89613ABDN1,NA,GVF-CM-ECO89613ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
82,236,GVF-CM-ECO89615ABDN1,NA,GVF-CM-ECO89615ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
83,237,GVF-CM-ECO89616ABDN1,NA,GVF-CM-ECO89616ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
84,238,GVF-CM-ECO89620ABDN1,NA,GVF-CM-ECO89620ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
85,239,GVF-CM-ECO89621ABDN1,NA,GVF-CM-ECO89621ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
86,240,GVF-CM-ECO89622ABDN1,NA,GVF-CM-ECO89622ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
87,241,GVF-CM-ECO89623ABDN1,NA,GVF-CM-ECO89623ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
88,242,GVF-CM-ECO89624ABDN1,NA,GVF-CM-ECO89624ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
89,243,GVF-CM-ECO93382ABDN1,NA,GVF-CM-ECO93382ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
90,244,GVF-CM-ECO93383ABDN1,NA,GVF-CM-ECO93383ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
91,245,GVF-CM-ECO93384ABDN1,NA,GVF-CM-ECO93384ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
92,246,GVF-CM-ECO93385ABDN1,NA,GVF-CM-ECO93385ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
93,247,GVF-CM-ECO93386ABDN1,NA,GVF-CM-ECO93386ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
94,248,GVF-CM-ECO93387ABDN1,NA,GVF-CM-ECO93387ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
95,249,GVF-CM-ECO93388ABDN1,NA,GVF-CM-ECO93388ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
96,250,GVF-CM-ECO93399ABDN1,NA,GVF-CM-ECO93399ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
97,251,GVF-CM-ECO93600ABDN1,NA,GVF-CM-ECO93600ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
98,252,GVF-CM-ECO93601ABDN1,NA,GVF-CM-ECO93601ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
99,253,GVF-CM-ECO93604ABDN1,NA,GVF-CM-ECO93604ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
100,254,GVF-CM-ECO93611ABDN1,NA,GVF-CM-ECO93611ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
101,255,GVF-CM-ECO93614ABDN1,NA,GVF-CM-ECO93614ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
102,256,GVF-CM-ECO93615ABDN1,NA,GVF-CM-ECO93615ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
103,257,GVF-CM-ECO93616ABDN1,NA,GVF-CM-ECO93616ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
104,258,GVF-CM-ECO93617ABDN1,NA,GVF-CM-ECO93617ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
105,259,GVF-CM-ECO93618ABDN1,NA,GVF-CM-ECO93618ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
106,260,GVF-CM-ECO93619ABDN1,NA,GVF-CM-ECO93619ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
107,261,GVF-CM-ECO89625ABDN1,NA,GVF-CM-ECO89625ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
108,262,GVF-CM-ECO93960ABDN1,NA,GVF-CM-ECO93960ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
109,263,GVF-CM-ECO93961ABDN1,NA,GVF-CM-ECO93961ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
110,264,GVF-CM-ECO93962ABDN1,NA,GVF-CM-ECO93962ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
111,265,GVF-CM-ECO93963ABDN1,NA,GVF-CM-ECO93963ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
112,266,GVF-CM-ECO93966ABDN1,NA,GVF-CM-ECO93966ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
113,267,GVF-CM-ECO93967ABDN1,NA,GVF-CM-ECO93967ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
114,268,GVF-CM-ECO93968ABDN1,NA,GVF-CM-ECO93968ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
115,269,GVF-CM-ECO93969ABDN1,NA,GVF-CM-ECO93969ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
116,270,GVF-CM-ECO93970ABDN1,NA,GVF-CM-ECO93970ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
117,271,GVF-CM-ECO93972ABDN1,NA,GVF-CM-ECO93972ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
118,272,GVF-CM-ECO93371ABDN1,NA,GVF-CM-ECO93371ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
119,273,GVF-CM-ECO93374ABDN1,NA,GVF-CM-ECO93374ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
120,274,GVF-CM-ECO93375ABDN1,NA,GVF-CM-ECO93375ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
121,275,GVF-CM-ECO93376ABDN1,NA,GVF-CM-ECO93376ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
122,276,GVF-CM-ECO93377ABDN1,NA,GVF-CM-ECO93377ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
123,277,GVF-CM-ECO93378ABDN1,NA,GVF-CM-ECO93378ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
124,278,GVF-CM-ECO93379ABDN1,NA,GVF-CM-ECO93379ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
125,279,GVF-CM-ECO93497ABDN1,NA,GVF-CM-ECO93497ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
126,280,GVF-CM-ECO93498ABDN1,NA,GVF-CM-ECO93498ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
127,281,GVF-CM-ECO93973ABDN1,NA,GVF-CM-ECO93973ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
128,282,GVF-CM-ECO93977ABDN1,NA,GVF-CM-ECO93977ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
129,283,GVF-CM-ECO95521ABDN1,NA,GVF-CM-ECO95521ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
130,284,GVF-CM-ECO95522ABDN1,NA,GVF-CM-ECO95522ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
131,285,GVF-CM-ECO95523ABDN1,NA,GVF-CM-ECO95523ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
132,286,GVF-CM-ECO95525ABDN1,NA,GVF-CM-ECO95525ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
133,287,GVF-CM-ECO95526ABDN1,NA,GVF-CM-ECO95526ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
134,288,GVF-CM-ECO95527ABDN1,NA,GVF-CM-ECO95527ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
135,289,GVF-CM-ECO95528ABDN1,NA,GVF-CM-ECO95528ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
136,290,GVF-CM-ECO95529ABDN1,NA,GVF-CM-ECO95529ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
137,291,GVF-CM-ECO95735ABDN1,NA,GVF-CM-ECO95735ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
138,292,GVF-CM-ECO95736ABDN1,NA,GVF-CM-ECO95736ABDN1,2011-04-22,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
