eidith_name,eidith_class,eidith_order,eidith_family,eidith_genus,eidith_species,itis_name,itis_class,itis_order,itis_family,itis_genus,itis_species,itis_subspecies,itis_binomial
Ploceus manyar,Aves,Passeriformes,Ploceidae,Ploceus,manyar,Ploceus manyar,Aves,Passeriformes,Ploceidae,Ploceus,manyar,NA,Ploceus manyar
Funisciurus sp.,Mammalia,Rodentia,Sciuridae,Funisciurus,NA,Funisciurus sp.,Mammalia,Rodentia,Sciuridae,Funisciurus,NA,NA,NA
Atherurus africanus centralis,Mammalia,Rodentia,Eutheria,Hystricognatha,africanus,Atherurus africanus,Mammalia,Rodentia,Hystricidae,Atherurus,africanus,NA,Atherurus africanus
Cephalophus sp.,Mammalia,Artiodactyla,Bovidae,Cephalophus,NA,Cephalophus sp.,Mammalia,Artiodactyla,Bovidae,Cephalophus,NA,NA,NA
Sciuridae sp.,Mammalia,Rodentia,Sciuridae,,NA,Sciuridae sp.,Mammalia,Rodentia,Sciuridae,NA,NA,NA,NA
Petrodromus tetradactylus,Mammalia,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,Petrodromus tetradactylus,Mammalia,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,NA,Petrodromus tetradactylus
Megachiroptera sp.,Mammalia,Chiroptera,Pteropodidae,NA,NA,Chiroptera sp.,Mammalia,Chiroptera,NA,NA,NA,NA,NA
Colobus angolensis,Mammalia,Primates,Cercopithecidae,Colobus,angolensis,Colobus angolensis,Mammalia,Primates,Cercopithecidae,Colobus,angolensis,NA,Colobus angolensis
Lemniscomys sp.,Mammalia,Rodentia,Muridae,Lemniscomys,NA,Lemniscomys sp.,Mammalia,Rodentia,Muridae,Lemniscomys,NA,NA,NA
Mus sp.,Mammalia,Rodentia,Muridae,Mus,NA,Mus sp.,Mammalia,Rodentia,Muridae,Mus,NA,NA,NA
Epomops sp.,Mammalia,Chiroptera,Pteropodidae,Epomops,NA,Epomops sp.,Mammalia,Chiroptera,Pteropodidae,Epomops,NA,NA,NA
Pipistrellus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,,Pipistrellus sp.,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,NA,NA,NA
Pycnonotus barbatus,Aves,Passeriformes,Pycnonotidae,Pycnonotus,barbatus,Pycnonotus barbatus,Aves,Passeriformes,Pycnonotidae,Pycnonotus,barbatus,NA,Pycnonotus barbatus
Hipposideros cyclops,Mammalia,Chiroptera,Hipposideridae,Hipposideros,cyclops,Hipposideros cyclops,Mammalia,Chiroptera,Hipposideridae,Hipposideros,cyclops,NA,Hipposideros cyclops
Hipposideros sp.,Mammalia,Chiroptera,Hipposideridae,Hipposideros,NA,Hipposideros sp.,Mammalia,Chiroptera,Hipposideridae,Hipposideros,NA,NA,NA
Triaenops persicus,Mammalia,Chiroptera,Hipposideridae,Triaenops,persicus,Triaenops persicus,Mammalia,Chiroptera,Hipposideridae,Triaenops,persicus,NA,Triaenops persicus
Sylvisorex sp.,Mammalia,Soricomorpha,Soricidae,Sylvisorex,NA,Sylvisorex sp.,Mammalia,Soricomorpha,Soricidae,Sylvisorex,NA,NA,NA
Colomys goslingi,Mammalia,Rodentia,Muridae,Colomys,goslingi,Colomys goslingi,Mammalia,Rodentia,Muridae,Colomys,goslingi,NA,Colomys goslingi
Mus musculoides,Mammalia,Rodentia,Muridae,Mus,musculoides,Mus musculoides,Mammalia,Rodentia,Muridae,Mus,musculoides,NA,Mus musculoides
Rhinolophus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,,Rhinolophus sp.,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,NA,NA,NA
Suncus sp.,Mammalia,Soricomorpha,Soricidae,Suncus,NA,Suncus sp.,Mammalia,Soricomorpha,Soricidae,Suncus,NA,NA,NA
Casinycteris argynnis,Mammalia,Chiroptera,Pteropodidae,Casinycteris,argynnis,Casinycteris argynnis,Mammalia,Chiroptera,Pteropodidae,Casinycteris,argynnis,NA,Casinycteris argynnis
Gorilla gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,gorilla,Gorilla gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,gorilla,gorilla,Gorilla gorilla
Deomys ferrugineus,Mammalia,Rodentia,Muridae,Deomys,ferrugineus,Deomys ferrugineus,Mammalia,Rodentia,Muridae,Deomys,ferrugineus,NA,Deomys ferrugineus
Manis gigantea,Mammalia,Pholidota,Manidae,Manis,gigantea,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,gigantea,NA,Manis gigantea
Animalia,,,,,,Animalia,NA,NA,NA,NA,NA,NA,NA
Python sebae,Reptilia,Squamata,Pythonidae,Python,sebae,Python sebae,Reptilia,Squamata,Pythonidae,Python,sebae,NA,Python sebae
Bucerotidae sp.,Aves,Bucerotiformes,Bucerotidae,NA,NA,Bucerotidae sp.,Aves,Bucerotiformes,Bucerotidae,NA,NA,NA,NA
Papio hamadryas,Mammalia,Primates,Cercopithecidae,Papio,hamadryas,Papio hamadryas,Mammalia,Primates,Cercopithecidae,Papio,hamadryas,NA,Papio hamadryas
Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,NA,Chlorocebus aethiops
Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,gorilla,Gorilla gorilla,Mammalia,Primates,Hominidae,Gorilla,gorilla,NA,Gorilla gorilla
Mandrillus sp.,Mammalia,Primates,Cercopithecidae,Mandrillus,NA,Mandrillus sp.,Mammalia,Primates,Cercopithecidae,Mandrillus,NA,NA,NA
Panthera leo,Mammalia,Carnivora,Felidae,Panthera,leo,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,leo,NA,Panthera leo
Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,erithacus,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,erithacus,NA,Psittacus erithacus
Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,guereza,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,guereza,NA,Colobus guereza
Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,NA,Erythrocebus patas
Miopithecus talapoin,Mammalia,Primates,Cercopithecidae,Miopithecus,talapoin,Miopithecus talapoin,Mammalia,Primates,Cercopithecidae,Miopithecus,talapoin,NA,Miopithecus talapoin
Artibeus jamaicensis,Mammalia,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,Mammalia,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,NA,Artibeus jamaicensis
Sturnira lilium,Mammalia,Chiroptera,Phyllostomidae,Sturnira,lilium,Sturnira lilium,Mammalia,Chiroptera,Phyllostomidae,Sturnira,lilium,NA,Sturnira lilium
Carollia sowelli,Mammalia,Chiroptera,Phyllostomidae,Carollia,sowelli,Carollia sowelli,Mammalia,Chiroptera,Phyllostomidae,Carollia,sowelli,NA,Carollia sowelli
Artibeus phaeotis,Mammalia,Chiroptera,Phyllostomidae,Artibeus,phaeotis,Dermanura phaeotis,Mammalia,Chiroptera,Phyllostomidae,Dermanura,phaeotis,NA,Dermanura phaeotis
Artibeus lituratus,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Artibeus lituratus,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,NA,Artibeus lituratus
Artibeus watsoni,Mammalia,Chiroptera,Phyllostomidae,Artibeus,watsoni,Dermanura watsoni,Mammalia,Chiroptera,Phyllostomidae,Dermanura,watsoni,NA,Dermanura watsoni
Carollia perspicillata,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Carollia perspicillata,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,NA,Carollia perspicillata
Myotis californicus,Mammalia,Chiroptera,Vespertilionidae,Myotis,californicus,Myotis californicus,Mammalia,Chiroptera,Vespertilionidae,Myotis,californicus,NA,Myotis californicus
Leptonycteris yerbabuenae,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,yerbabuenae,Leptonycteris yerbabuenae,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,yerbabuenae,NA,Leptonycteris yerbabuenae
Myotis velifer,Mammalia,Chiroptera,Vespertilionidae,Myotis,velifer,Myotis velifer,Mammalia,Chiroptera,Vespertilionidae,Myotis,velifer,NA,Myotis velifer
Tadarida brasiliensis,Mammalia,Chiroptera,Molossidae,Tadarida,brasiliensis,Tadarida brasiliensis,Mammalia,Chiroptera,Molossidae,Tadarida,brasiliensis,NA,Tadarida brasiliensis
Myotis occultus,Mammalia,Chiroptera,Vespertilionidae,Myotis,occultus,Myotis occultus,Mammalia,Chiroptera,Vespertilionidae,Myotis,occultus,NA,Myotis occultus
Nyctinomops macrotis,Mammalia,Chiroptera,Molossidae,Nyctinomops,macrotis,Nyctinomops macrotis,Mammalia,Chiroptera,Molossidae,Nyctinomops,macrotis,NA,Nyctinomops macrotis
Corynorhinus mexicanus,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,mexicanus,Corynorhinus mexicanus,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,mexicanus,NA,Corynorhinus mexicanus
Choeronycteris mexicana,Mammalia,Chiroptera,Phyllostomidae,Choeronycteris,mexicana,Choeronycteris mexicana,Mammalia,Chiroptera,Phyllostomidae,Choeronycteris,mexicana,NA,Choeronycteris mexicana
Leptonycteris nivalis,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,nivalis,Leptonycteris nivalis,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,nivalis,NA,Leptonycteris nivalis
Lissonycteris angolensis,Mammalia,Chiroptera,Pteropodidae,Lissonycteris,angolensis,Lissonycteris angolensis,Mammalia,Chiroptera,Pteropodidae,Lissonycteris,angolensis,NA,Lissonycteris angolensis
Rousettus aegyptiacus,Mammalia,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Rousettus aegyptiacus,Mammalia,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,NA,Rousettus aegyptiacus
Syncerus caffer,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,Syncerus caffer,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,NA,Syncerus caffer
Cephalophus rufilatus,Mammalia,Artiodactyla,Bovidae,Cephalophus,rufilatus,Cephalophus rufilatus,Mammalia,Artiodactyla,Bovidae,Cephalophus,rufilatus,NA,Cephalophus rufilatus
Bovidae sp.,Mammalia,Artiodactyla,Bovidae,NA,NA,Bovidae sp.,Mammalia,Artiodactyla,Bovidae,NA,NA,NA,NA
Potamogale velox,Mammalia,Afrosoricida,Tenrecidae,Potamogale,velox,Potamogale velox,Mammalia,Afrosoricida,Tenrecidae,Potamogale,velox,NA,Potamogale velox
Lutra maculicollis,Mammalia,Carnivora,Mustelidae,Lutra,maculicollis,Hydrictis maculicollis,Mammalia,Carnivora,Mustelidae,Hydrictis,maculicollis,NA,Hydrictis maculicollis
Rhinolophus alcyone,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,alcyone,Rhinolophus alcyone,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,alcyone,NA,Rhinolophus alcyone
Alethe poliocephala,Aves,Passeriformes,Turdidae,Alethe,poliocephala,Pseudalethe poliocephala,Aves,Passeriformes,Turdidae,Pseudalethe,poliocephala,NA,Pseudalethe poliocephala
Francolinus squamatus,Aves,Galliformes,Phasianidae,Francolinus,squamatus,Francolinus squamatus,Aves,Galliformes,Phasianidae,Francolinus,squamatus,NA,Francolinus squamatus
Zosterops senegalensis,Aves,Passeriformes,Zosteropidae,Zosterops,senegalensis,Zosterops senegalensis,Aves,Passeriformes,Zosteropidae,Zosterops,senegalensis,NA,Zosterops senegalensis
Aves sp.,Aves,NA,NA,NA,NA,Aves sp.,Aves,NA,NA,NA,NA,NA,NA
Serpentes sp.,Reptilia,Squamata,NA,Serpentes,NA,Squamata sp.,Reptilia,Squamata,NA,NA,NA,NA,NA
Tragelaphus eurycerus,Mammalia,Artiodactyla,Bovidae,Tragelaphus,eurycerus,Tragelaphus eurycerus,Mammalia,Artiodactyla,Bovidae,Tragelaphus,eurycerus,NA,Tragelaphus eurycerus
Orycteropus afer,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,afer,Orycteropus afer,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,afer,NA,Orycteropus afer
Falconiformes sp.,Aves,Falconiformes,NA,NA,NA,Falconiformes sp.,Aves,Falconiformes,NA,NA,NA,NA,NA
Capra,Mammalia,Artiodactyla,Bovidae,Capra,,Capra sp.,Mammalia,Artiodactyla,Bovidae,Capra,NA,NA,NA
Sus,Mammalia,Artiodactyla,Suidae,Sus,,Sus sp.,Mammalia,Artiodactyla,Suidae,Sus,NA,NA,NA
Calidris pusilla,Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,Calidris pusilla,Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,NA,Calidris pusilla
Actitis macularius,Aves,Charadriiformes,Scolopacidae,Actitis,macularius,Actitis macularius,Aves,Charadriiformes,Scolopacidae,Actitis,macularius,NA,Actitis macularius
Himantopus mexicanus,Aves,Charadriiformes,Recurvirostridae,Himantopus,mexicanus,Himantopus mexicanus,Aves,Charadriiformes,Recurvirostridae,Himantopus,mexicanus,NA,Himantopus mexicanus
Haematopus palliatus,Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus,Haematopus palliatus,Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus,NA,Haematopus palliatus
Vanellus chilensis,Aves,Charadriiformes,Charadriidae,Vanellus,chilensis,Vanellus chilensis,Aves,Charadriiformes,Charadriidae,Vanellus,chilensis,NA,Vanellus chilensis
Arenaria interpres,Aves,Charadriiformes,Scolopacidae,Arenaria,interpres,Arenaria interpres,Aves,Charadriiformes,Scolopacidae,Arenaria,interpres,NA,Arenaria interpres
Calidris canutus,Aves,Charadriiformes,Scolopacidae,Calidris,canutus,Calidris canutus,Aves,Charadriiformes,Scolopacidae,Calidris,canutus,NA,Calidris canutus
Charadrius semipalmatus,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,Charadrius semipalmatus,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,NA,Charadrius semipalmatus
Limnodromus griseus,Aves,Charadriiformes,Scolopacidae,Limnodromus,griseus,Limnodromus griseus,Aves,Charadriiformes,Scolopacidae,Limnodromus,griseus,NA,Limnodromus griseus
Anoura caudifer,Mammalia,Chiroptera,Phyllostomidae,Anoura,caudifer,Anoura caudifer,Mammalia,Chiroptera,Phyllostomidae,Anoura,caudifer,NA,Anoura caudifer
Desmodus rotundus,Mammalia,Chiroptera,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,Mammalia,Chiroptera,Phyllostomidae,Desmodus,rotundus,NA,Desmodus rotundus
Lichonycteris obscura,Mammalia,Chiroptera,Phyllostomidae,Lichonycteris,obscura,Lichonycteris obscura,Mammalia,Chiroptera,Phyllostomidae,Lichonycteris,obscura,NA,Lichonycteris obscura
Molossidae sp.,Mammalia,Chiroptera,Molossidae,NA,NA,Molossidae sp.,Mammalia,Chiroptera,Molossidae,NA,NA,NA,NA
Vespertilionidae sp.,Mammalia,Chiroptera,Vespertilionidae,NA,NA,Vespertilionidae sp.,Mammalia,Chiroptera,Vespertilionidae,NA,NA,NA,NA
Glossophaga soricina,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,soricina,Glossophaga soricina,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,soricina,NA,Glossophaga soricina
Akodon sp.,Mammalia,Rodentia,Muridae,Akodon,NA,Akodon sp.,Mammalia,Rodentia,Cricetidae,Akodon,NA,NA,NA
Didelphis albiventris,Mammalia,Didelphimorphia,Didelphidae,Didelphis,albiventris,Didelphis albiventris,Mammalia,Didelphimorphia,Didelphidae,Didelphis,albiventris,NA,Didelphis albiventris
Metachirus nudicaudatus,Mammalia,Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,Metachirus nudicaudatus,Mammalia,Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,NA,Metachirus nudicaudatus
Oligoryzomys nigripes,Mammalia,Rodentia,Muridae,Oligoryzomys,nigripes,Oligoryzomys nigripes,Mammalia,Rodentia,Cricetidae,Oligoryzomys,nigripes,NA,Oligoryzomys nigripes
Gelochelidon nilotica,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,Gelochelidon nilotica,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,NA,Gelochelidon nilotica
Dendrocygna viduata,Aves,Anseriformes,Anatidae,Dendrocygna,viduata,Dendrocygna viduata,Aves,Anseriformes,Anatidae,Dendrocygna,viduata,NA,Dendrocygna viduata
Amazonetta brasiliensis,Aves,Anseriformes,Anatidae,Amazonetta,brasiliensis,Amazonetta brasiliensis,Aves,Anseriformes,Anatidae,Amazonetta,brasiliensis,NA,Amazonetta brasiliensis
Jacana jacana,Aves,Charadriiformes,Jacanidae,Jacana,jacana,Jacana jacana,Aves,Charadriiformes,Jacanidae,Jacana,jacana,NA,Jacana jacana
Aramides saracura,Aves,Gruiformes,Rallidae,Aramides,saracura,Aramides saracura,Aves,Gruiformes,Rallidae,Aramides,saracura,NA,Aramides saracura
Coleura afra,Mammalia,Chiroptera,Emballonuridae,Coleura,afra,Coleura afra,Mammalia,Chiroptera,Emballonuridae,Coleura,afra,NA,Coleura afra
Mastomys sp.,Mammalia,Rodentia,Muridae,Mastomys,NA,Mastomys sp.,Mammalia,Rodentia,Muridae,Mastomys,NA,NA,NA
Hylomyscus aeta,Mammalia,Rodentia,Muridae,Hylomyscus,aeta,Hylomyscus aeta,Mammalia,Rodentia,Muridae,Hylomyscus,aeta,NA,Hylomyscus aeta
Rhinolophus sp.,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,NA,Rhinolophus sp.,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,NA,NA,NA
Miniopterus inflatus,Mammalia,Chiroptera,Miniopteridae,Miniopterus,inflatus,Miniopterus inflatus,Mammalia,Chiroptera,Miniopteridae,Miniopterus,inflatus,NA,Miniopterus inflatus
Praomys jacksoni,Mammalia,Rodentia,Muridae,Praomys,jacksoni,Praomys jacksoni,Mammalia,Rodentia,Muridae,Praomys,jacksoni,NA,Praomys jacksoni
Rattus norvegicus,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Rattus norvegicus,Mammalia,Rodentia,Muridae,Rattus,norvegicus,NA,Rattus norvegicus
Muriculus imberbis,Mammalia,Rodentia,Muridae,Muriculus,imberbis,Muriculus imberbis,Mammalia,Rodentia,Muridae,Muriculus,imberbis,NA,Muriculus imberbis
Platyrrhinus lineatus,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,Platyrrhinus lineatus,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,NA,Platyrrhinus lineatus
Artibeus sp.,Mammalia,Chiroptera,Phyllostomidae,Artibeus,NA,Artibeus sp.,Mammalia,Chiroptera,Phyllostomidae,Artibeus,NA,NA,NA
Pteropus giganteus,Mammalia,Chiroptera,Pteropodidae,Pteropus,giganteus,Pteropus giganteus,Mammalia,Chiroptera,Pteropodidae,Pteropus,giganteus,NA,Pteropus giganteus
Rousettus leschenaultii,Mammalia,Chiroptera,Pteropodidae,Rousettus,leschenaultii,Rousettus leschenaultii,Mammalia,Chiroptera,Pteropodidae,Rousettus,leschenaultii,NA,Rousettus leschenaultii
Rattus rattus,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Mammalia,Rodentia,Muridae,Rattus,rattus,NA,Rattus rattus
Bandicota bengalensis,Mammalia,Rodentia,Muridae,Bandicota,bengalensis,Bandicota bengalensis,Mammalia,Rodentia,Muridae,Bandicota,bengalensis,NA,Bandicota bengalensis
Suncus murinus,Mammalia,Soricomorpha,Soricidae,Suncus,murinus,Suncus murinus,Mammalia,Soricomorpha,Soricidae,Suncus,murinus,NA,Suncus murinus
Sus scrofa,Mammalia,Artiodactyla,Suidae,Sus,scrofa,Sus scrofa,Mammalia,Artiodactyla,Suidae,Sus,scrofa,NA,Sus scrofa
Turdoides striatus,Aves,Passeriformes,Leiothrichidae,Turdoides,striatus,Turdoides striata,Aves,Passeriformes,Leiothrichidae,Turdoides,striata,NA,Turdoides striata
Piliocolobus tholloni,Mammalia,Primates,Cercopithecidae,Piliocolobus,tholloni,Piliocolobus tholloni,Mammalia,Primates,Cercopithecidae,Piliocolobus,tholloni,NA,Piliocolobus tholloni
Crossarchus alexandri,Mammalia,Carnivora,Herpestidae,Crossarchus,alexandri,Crossarchus alexandri,Mammalia,Carnivora,Herpestidae,Crossarchus,alexandri,NA,Crossarchus alexandri
Thryonomys sp.,Mammalia,Rodentia,Thryonomyidae,Thryonomys,,Thryonomys sp.,Mammalia,Rodentia,Thryonomyidae,Thryonomys,NA,NA,NA
Tricuspis sp.,Mammalia,Pholidota,Manidae,Manis,NA,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,tricuspis,NA,Manis tricuspis
Genetta sp.,Mammalia,Carnivora,Viverridae,Genetta,,Genetta sp.,Mammalia,Carnivora,Viverridae,Genetta,NA,NA,NA
Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,NA,Macaca fascicularis
Macaca leonina,Mammalia,Primates,Cercopithecidae,Macaca,leonina,Macaca leonina,Mammalia,Primates,Cercopithecidae,Macaca,leonina,NA,Macaca leonina
Nanonycteris veldkampii,Mammalia,Chiroptera,Pteropodidae,Nanonycteris,veldkampii,Nanonycteris veldkampii,Mammalia,Chiroptera,Pteropodidae,Nanonycteris,veldkampii,NA,Nanonycteris veldkampii
Nectarinia olivacea,Aves,Passeriformes,Nectariniidae,Nectarinia,olivacea,Cyanomitra olivacea,Aves,Passeriformes,Nectariniidae,Cyanomitra,olivacea,NA,Cyanomitra olivacea
Andropadus latirostris,Aves,Passeriformes,Pycnonotidae,Andropadus,latirostris,Eurillas latirostris,Aves,Passeriformes,Pycnonotidae,Eurillas,latirostris,NA,Eurillas latirostris
Bleda eximia,Aves,Passeriformes,Pycnonotidae,Bleda,eximia,Bleda eximius,Aves,Passeriformes,Pycnonotidae,Bleda,eximius,NA,Bleda eximius
Rhinopoma microphyllum,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,Rhinopoma microphyllum,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,NA,Rhinopoma microphyllum
Rhinolophus fumigatus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,fumigatus,Rhinolophus fumigatus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,fumigatus,NA,Rhinolophus fumigatus
Chaerephon pumila,Mammalia,Chiroptera,Molossidae,Chaerephon,pumila,Chaerephon pumilus,Mammalia,Chiroptera,Molossidae,Chaerephon,pumilus,NA,Chaerephon pumilus
Acomys johannis,Mammalia,Rodentia,Muridae,Acomys,johannis,Acomys johannis,Mammalia,Rodentia,Muridae,Acomys,johannis,NA,Acomys johannis
Tatera kempi,Mammalia,Rodentia,Muridae,Tatera,kempi,Gerbilliscus kempii,Mammalia,Rodentia,Muridae,Gerbilliscus,kempii,NA,Gerbilliscus kempii
Dasymys rufulus,Mammalia,Rodentia,Muridae,Dasymys,rufulus,Dasymys rufulus,Mammalia,Rodentia,Muridae,Dasymys,rufulus,NA,Dasymys rufulus
Lophuromys sikapusi,Mammalia,Rodentia,Muridae,Lophuromys,sikapusi,Lophuromys sikapusi,Mammalia,Rodentia,Muridae,Lophuromys,sikapusi,NA,Lophuromys sikapusi
Lemniscomys striatus,Mammalia,Rodentia,Muridae,Lemniscomys,striatus,Lemniscomys striatus,Mammalia,Rodentia,Muridae,Lemniscomys,striatus,NA,Lemniscomys striatus
Muridae sp.,Mammalia,Rodentia,Muridae,NA,NA,Muridae sp.,Mammalia,Rodentia,Muridae,NA,NA,NA,NA
Malacomys longipes,Mammalia,Rodentia,Muridae,Malacomys,longipes,Malacomys longipes,Mammalia,Rodentia,Muridae,Malacomys,longipes,NA,Malacomys longipes
Epomophorus gambianus,Mammalia,Chiroptera,Pteropodidae,Epomophorus,gambianus,Epomophorus gambianus,Mammalia,Chiroptera,Pteropodidae,Epomophorus,gambianus,NA,Epomophorus gambianus
Manis sp.,Mammalia,Pholidota,Manidae,Manis,NA,Manis sp.,Mammalia,Pholidota,Manidae,Manis,NA,NA,NA
Euoticus pallidus,Mammalia,Primates,Galagidae,Euoticus,pallidus,Euoticus pallidus,Mammalia,Primates,Galagidae,Euoticus,pallidus,NA,Euoticus pallidus
Chiroptera,Mammalia,Chiroptera,NA,NA,NA,Chiroptera sp.,Mammalia,Chiroptera,NA,NA,NA,NA,NA
Streptopelia sp.,Aves,Columbiformes,Columbidae,Streptopelia,NA,Streptopelia sp.,Aves,Columbiformes,Columbidae,Streptopelia,NA,NA,NA
Rhizomys sp.,Mammalia,Rodentia,Muridae,Rhizomys,NA,Rhizomys sp.,Mammalia,Rodentia,Spalacidae,Rhizomys,NA,NA,NA
Animalia,,NA,NA,NA,NA,Animalia,NA,NA,NA,NA,NA,NA,NA
Viverridae sp.,Mammalia,Carnivora,Viverridae,NA,NA,Viverridae sp.,Mammalia,Carnivora,Viverridae,NA,NA,NA,NA
Melogale sp.,Mammalia,Carnivora,Mustelidae,Melogale,NA,Melogale sp.,Mammalia,Carnivora,Mustelidae,Melogale,NA,NA,NA
Atherurus macrourus,Mammalia,Rodentia,Hystricidae,Atherurus,macrourus,Atherurus macrourus,Mammalia,Rodentia,Hystricidae,Atherurus,macrourus,NA,Atherurus macrourus
Canis aureus,Mammalia,Carnivora,Canidae,Canis,aureus,Canis aureus,Mammalia,Carnivora,Canidae,Canis,aureus,NA,Canis aureus
Cercopithecus kandti,Mammalia,Primates,Cercopithecidae,Cercopithecus,kandti,Cercopithecus kandti,Mammalia,Primates,Cercopithecidae,Cercopithecus,kandti,NA,Cercopithecus kandti
Aratinga erythrogenys,Aves,Psittaciformes,Psittacidae,Aratinga,erythrogenys,Aratinga erythrogenys,Aves,Psittaciformes,Psittacidae,Aratinga,erythrogenys,NA,Aratinga erythrogenys
Forpus coelestis,Aves,Psittaciformes,Psittacidae,Forpus,coelestis,Forpus coelestis,Aves,Psittaciformes,Psittacidae,Forpus,coelestis,NA,Forpus coelestis
Pionus menstruus,Aves,Psittaciformes,Psittacidae,Pionus,menstruus,Pionus menstruus,Aves,Psittaciformes,Psittacidae,Pionus,menstruus,NA,Pionus menstruus
